,WB6A,WB16,MT9,MT11,CM3,CM8,CP2,UN7,UN14N,VT9,MA1,AF10,AF11,SB2U,TA16,LS2
6_Congo_MICS6_159_21_2,20.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0
6_Congo_MICS6_159_21_5,20.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,,,9.0
6_Congo_MICS6_159_22_1,10.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,10.0,5.0
6_Congo_MICS6_159_23_1,,,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,10.0,5.0
6_Congo_MICS6_159_25_2,10.0,,2.0,2.0,0.0,2.0,,,8.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_159_26_2,20.0,3.0,2.0,2.0,2.0,2.0,,,3.0,1.0,2.0,1.0,1.0,1.0,0.0,6.0
6_Congo_MICS6_159_27_1,31.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,22.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_159_28_2,10.0,,2.0,2.0,1.0,1.0,,,6.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0
6_Congo_MICS6_159_29_1,10.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,9.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_159_30_2,10.0,,2.0,2.0,1.0,2.0,,,8.0,2.0,2.0,1.0,1.0,1.0,0.0,8.0
6_Congo_MICS6_160_1_1,20.0,,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_160_3_1,20.0,,2.0,2.0,,2.0,2.0,3.0,1.0,2.0,3.0,,,3.0,,6.0
6_Congo_MICS6_160_4_1,10.0,3.0,2.0,1.0,0.0,1.0,,,8.0,2.0,3.0,1.0,1.0,3.0,0.0,4.0
6_Congo_MICS6_160_5_2,32.0,,2.0,2.0,1.0,2.0,,,4.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_160_6_2,20.0,3.0,2.0,2.0,1.0,2.0,,,13.0,2.0,2.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_160_7_2,31.0,1.0,2.0,1.0,1.0,2.0,,,5.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0
6_Congo_MICS6_160_7_6,10.0,3.0,2.0,2.0,,2.0,2.0,2.0,,2.0,3.0,,,,,7.0
6_Congo_MICS6_160_8_2,32.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,6.0
6_Congo_MICS6_160_9_2,31.0,,2.0,2.0,3.0,2.0,2.0,2.0,12.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0
6_Congo_MICS6_160_10_2,20.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0
6_Congo_MICS6_160_12_1,20.0,3.0,2.0,2.0,2.0,1.0,2.0,8.0,9.0,2.0,2.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_160_13_2,20.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,21.0,2.0,2.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_160_14_3,20.0,,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,3.0,,,1.0,5.0,6.0
6_Congo_MICS6_160_15_2,10.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,10.0,2.0,2.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_160_16_2,10.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,16.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_160_16_4,31.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,3.0,,,3.0,,9.0
6_Congo_MICS6_160_18_1,31.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,11.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0
6_Congo_MICS6_160_18_2,31.0,3.0,2.0,2.0,0.0,2.0,,,5.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_160_19_2,10.0,1.0,2.0,2.0,3.0,2.0,,,6.0,2.0,2.0,1.0,1.0,3.0,5.0,6.0
6_Congo_MICS6_160_19_3,10.0,3.0,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_160_20_1,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,13.0,2.0,2.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_160_21_2,31.0,3.0,2.0,2.0,3.0,2.0,,,8.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0
6_Congo_MICS6_160_22_2,20.0,,2.0,2.0,0.0,2.0,1.0,1.0,20.0,2.0,2.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_160_23_2,20.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,20.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_160_23_3,31.0,,2.0,2.0,,2.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_160_24_2,10.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0
6_Congo_MICS6_160_24_4,10.0,,2.0,2.0,,2.0,2.0,1.0,,1.0,3.0,,,,0.0,6.0
6_Congo_MICS6_160_25_2,31.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0
6_Congo_MICS6_160_25_3,31.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_160_26_2,32.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_160_27_1,31.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_160_27_3,20.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_160_30_1,31.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,3.0,1.0,10.0
6_Congo_MICS6_161_5_2,31.0,,2.0,2.0,1.0,2.0,,,7.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_161_6_2,31.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_161_7_2,10.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_161_8_2,10.0,3.0,2.0,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_161_9_1,10.0,,2.0,2.0,1.0,2.0,1.0,1.0,16.0,2.0,3.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_161_9_3,,,2.0,2.0,2.0,2.0,1.0,2.0,19.0,2.0,3.0,2.0,1.0,1.0,,5.0
6_Congo_MICS6_161_10_2,10.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_161_11_2,31.0,3.0,2.0,2.0,1.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_161_12_1,31.0,,2.0,2.0,0.0,2.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_161_13_1,,3.0,2.0,2.0,2.0,2.0,,,10.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_161_13_2,10.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,,,2.0,,5.0
6_Congo_MICS6_161_15_2,10.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_161_15_3,,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_161_15_4,20.0,,2.0,2.0,1.0,2.0,1.0,8.0,9.0,2.0,3.0,,,2.0,,6.0
6_Congo_MICS6_161_16_2,10.0,,2.0,2.0,1.0,1.0,1.0,1.0,24.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_161_17_2,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_161_18_2,,,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_161_19_3,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,,10.0
6_Congo_MICS6_161_20_2,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,1.0,2.0,,6.0
6_Congo_MICS6_161_21_1,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_161_22_2,10.0,,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_161_23_2,,3.0,2.0,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_161_24_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_161_25_2,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,10.0
6_Congo_MICS6_161_26_1,31.0,,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_161_27_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_161_28_2,10.0,,2.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_161_28_4,20.0,,2.0,2.0,,2.0,2.0,8.0,,2.0,3.0,,,,,7.0
6_Congo_MICS6_161_29_2,10.0,,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_161_30_3,20.0,,2.0,2.0,,2.0,,,5.0,2.0,3.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_162_1_2,20.0,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_162_2_2,20.0,,2.0,1.0,4.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_162_4_2,,,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_162_5_2,10.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_162_7_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,5.0
6_Congo_MICS6_162_8_2,20.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_162_9_2,31.0,,2.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_162_10_2,10.0,,2.0,2.0,5.0,2.0,1.0,2.0,19.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_162_10_4,20.0,,2.0,2.0,,2.0,2.0,8.0,9.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_162_11_2,31.0,,2.0,2.0,1.0,2.0,1.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_162_12_2,10.0,,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_162_13_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_162_14_2,20.0,,2.0,2.0,0.0,2.0,,,7.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_162_16_2,31.0,1.0,2.0,2.0,1.0,2.0,1.0,8.0,17.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_162_18_2,20.0,,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,,2.0
6_Congo_MICS6_162_19_1,10.0,,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_162_19_4,,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_162_23_2,31.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_162_24_2,10.0,3.0,2.0,2.0,1.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_162_26_2,20.0,,2.0,2.0,3.0,2.0,,,23.0,2.0,3.0,1.0,1.0,1.0,,2.0
6_Congo_MICS6_162_26_3,31.0,,2.0,2.0,1.0,2.0,1.0,8.0,23.0,2.0,3.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_162_27_2,,,2.0,2.0,0.0,2.0,2.0,3.0,13.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_162_27_3,31.0,,2.0,2.0,,2.0,1.0,8.0,22.0,2.0,3.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_162_27_4,,,2.0,2.0,,2.0,1.0,8.0,8.0,2.0,3.0,,,2.0,,8.0
6_Congo_MICS6_162_29_2,10.0,,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_162_30_2,,,2.0,2.0,1.0,2.0,,,7.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_163_1_2,10.0,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_163_4_2,10.0,3.0,2.0,2.0,0.0,2.0,,,4.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_163_5_2,10.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0
6_Congo_MICS6_163_6_1,10.0,3.0,2.0,2.0,2.0,1.0,,,6.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_163_8_1,10.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0
6_Congo_MICS6_163_9_2,10.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_163_9_3,20.0,3.0,2.0,2.0,,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_163_11_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0
6_Congo_MICS6_163_14_1,10.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0
6_Congo_MICS6_163_14_2,10.0,3.0,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_163_15_2,10.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_163_16_1,20.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,21.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_163_17_2,20.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_163_18_2,10.0,3.0,2.0,2.0,1.0,2.0,,,3.0,2.0,2.0,1.0,1.0,1.0,10.0,6.0
6_Congo_MICS6_163_19_2,31.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_163_20_2,10.0,3.0,2.0,2.0,5.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,5.0
6_Congo_MICS6_163_20_4,10.0,3.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,3.0,,,3.0,,5.0
6_Congo_MICS6_163_21_2,31.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_163_22_2,10.0,3.0,2.0,2.0,2.0,1.0,,,8.0,2.0,1.0,2.0,1.0,1.0,3.0,9.0
6_Congo_MICS6_163_23_1,20.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,14.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_163_25_1,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0
6_Congo_MICS6_163_26_2,10.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,5.0
6_Congo_MICS6_163_27_2,20.0,3.0,2.0,2.0,2.0,1.0,,,4.0,2.0,2.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_163_29_1,20.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0
6_Congo_MICS6_164_1_2,10.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0
6_Congo_MICS6_164_2_2,10.0,,2.0,2.0,,2.0,,,5.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_164_3_2,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
6_Congo_MICS6_164_5_2,10.0,,2.0,2.0,0.0,2.0,2.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_164_6_2,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,1.0,,5.0
6_Congo_MICS6_164_7_1,32.0,1.0,2.0,1.0,,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0
6_Congo_MICS6_164_8_2,10.0,3.0,2.0,2.0,,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_164_8_4,10.0,3.0,2.0,2.0,,2.0,2.0,3.0,3.0,1.0,3.0,,,1.0,,6.0
6_Congo_MICS6_164_10_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_164_10_4,10.0,,2.0,2.0,,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,,,7.0
6_Congo_MICS6_164_12_2,10.0,3.0,2.0,2.0,5.0,2.0,,,2.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0
6_Congo_MICS6_164_13_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_164_14_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
6_Congo_MICS6_164_15_2,10.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
6_Congo_MICS6_164_16_2,10.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,6.0
6_Congo_MICS6_164_17_1,10.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,11.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0
6_Congo_MICS6_164_18_1,31.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_164_21_2,31.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,8.0
6_Congo_MICS6_164_23_2,10.0,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_164_26_1,20.0,3.0,2.0,1.0,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,0.0,7.0
6_Congo_MICS6_164_27_1,10.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0
6_Congo_MICS6_164_29_1,20.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,15.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_164_30_1,31.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_165_4_2,10.0,,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,3.0
6_Congo_MICS6_165_5_1,10.0,,2.0,2.0,,2.0,1.0,2.0,24.0,2.0,3.0,2.0,2.0,1.0,,7.0
6_Congo_MICS6_165_7_1,31.0,,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,,6.0
6_Congo_MICS6_165_7_2,33.0,,2.0,2.0,,2.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,,4.0
6_Congo_MICS6_165_7_3,31.0,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,3.0,,8.0
6_Congo_MICS6_165_8_1,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_165_9_2,10.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_165_10_2,31.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0
6_Congo_MICS6_165_11_1,20.0,,2.0,2.0,1.0,2.0,,,3.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_165_12_1,31.0,,2.0,2.0,1.0,2.0,1.0,2.0,15.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_165_13_2,31.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_165_14_1,31.0,,2.0,1.0,1.0,2.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_165_16_1,20.0,,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_165_17_1,31.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,18.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_165_18_2,10.0,,2.0,1.0,2.0,2.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_165_23_2,31.0,1.0,2.0,1.0,,2.0,,,9.0,2.0,3.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_165_24_2,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_165_26_2,10.0,,2.0,1.0,3.0,2.0,1.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_165_27_2,31.0,,2.0,1.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_165_28_2,10.0,,2.0,1.0,1.0,2.0,1.0,8.0,8.0,2.0,1.0,2.0,1.0,1.0,10.0,8.0
6_Congo_MICS6_165_29_1,31.0,,2.0,2.0,,2.0,,,15.0,2.0,3.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_166_1_2,20.0,,2.0,2.0,1.0,2.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_166_2_2,20.0,,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_166_3_1,,3.0,2.0,2.0,4.0,2.0,2.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_166_4_2,20.0,3.0,2.0,2.0,1.0,2.0,,,5.0,2.0,1.0,1.0,1.0,2.0,,10.0
6_Congo_MICS6_166_5_2,31.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,28.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_166_6_2,10.0,,2.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_166_8_2,,,,,,,,,,,,,,,,
6_Congo_MICS6_166_9_2,20.0,3.0,2.0,1.0,4.0,2.0,1.0,8.0,10.0,2.0,1.0,1.0,1.0,2.0,,9.0
6_Congo_MICS6_166_9_4,10.0,,2.0,2.0,1.0,2.0,1.0,8.0,4.0,2.0,3.0,,,3.0,,5.0
6_Congo_MICS6_166_10_2,31.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_166_11_4,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,3.0,,5.0
6_Congo_MICS6_166_11_5,,,2.0,2.0,,2.0,2.0,1.0,7.0,2.0,3.0,,,1.0,,5.0
6_Congo_MICS6_166_12_1,10.0,,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_166_15_4,20.0,,2.0,2.0,0.0,2.0,1.0,8.0,2.0,2.0,3.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_166_16_2,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,3.0
6_Congo_MICS6_166_17_2,31.0,,2.0,2.0,2.0,2.0,1.0,8.0,19.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_166_18_3,20.0,,2.0,2.0,0.0,2.0,2.0,1.0,10.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_166_19_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,5.0
6_Congo_MICS6_166_20_2,20.0,3.0,2.0,2.0,,2.0,,,6.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_166_21_2,20.0,3.0,2.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_166_22_2,20.0,1.0,2.0,2.0,1.0,2.0,,,8.0,2.0,1.0,1.0,1.0,1.0,,6.0
